respondent_id,survey_year,technology,technology_family,selected
year_2_004890,year_2,Databricks,DATABASE,False
year_2_004891,year_2,Databricks,DATABASE,True
year_2_004892,year_2,Databricks,DATABASE,False
year_2_004893,year_2,Databricks,DATABASE,False
year_2_004894,year_2,Databricks,DATABASE,False
year_2_004895,year_2,Databricks,DATABASE,False
year_2_004896,year_2,Databricks,DATABASE,False
year_2_004897,year_2,Databricks,DATABASE,False
year_2_004898,year_2,Databricks,DATABASE,False
year_2_004899,year_2,Databricks,DATABASE,True
year_2_004901,year_2,Databricks,DATABASE,False
year_2_004902,year_2,Databricks,DATABASE,False
year_2_004903,year_2,Databricks,DATABASE,False
year_2_004904,year_2,Databricks,DATABASE,False
year_2_004905,year_2,Databricks,DATABASE,True
year_2_004907,year_2,Databricks,DATABASE,False
year_2_004912,year_2,Databricks,DATABASE,False
year_2_004913,year_2,Databricks,DATABASE,False
year_2_004915,year_2,Databricks,DATABASE,True
year_2_004916,year_2,Databricks,DATABASE,False
year_2_004917,year_2,Databricks,DATABASE,False
year_2_004918,year_2,Databricks,DATABASE,False
year_2_004920,year_2,Databricks,DATABASE,False
year_2_004921,year_2,Databricks,DATABASE,False
year_2_004922,year_2,Databricks,DATABASE,False
year_2_004923,year_2,Databricks,DATABASE,False
year_2_004924,year_2,Databricks,DATABASE,False
year_2_004927,year_2,Databricks,DATABASE,True
year_2_004928,year_2,Databricks,DATABASE,False
year_2_004929,year_2,Databricks,DATABASE,False
year_2_004930,year_2,Databricks,DATABASE,False
year_2_004932,year_2,Databricks,DATABASE,False
year_2_004933,year_2,Databricks,DATABASE,True
year_2_004934,year_2,Databricks,DATABASE,True
year_2_004935,year_2,Databricks,DATABASE,True
year_2_004938,year_2,Databricks,DATABASE,False
year_2_004939,year_2,Databricks,DATABASE,False
year_2_004940,year_2,Databricks,DATABASE,False
year_2_004941,year_2,Databricks,DATABASE,False
year_2_004942,year_2,Databricks,DATABASE,False
year_2_004945,year_2,Databricks,DATABASE,True
year_2_004946,year_2,Databricks,DATABASE,False
year_2_004948,year_2,Databricks,DATABASE,False
year_2_004949,year_2,Databricks,DATABASE,False
year_2_004950,year_2,Databricks,DATABASE,False
year_2_004951,year_2,Databricks,DATABASE,False
year_2_004952,year_2,Databricks,DATABASE,True
year_2_004953,year_2,Databricks,DATABASE,False
year_2_004954,year_2,Databricks,DATABASE,False
year_2_004955,year_2,Databricks,DATABASE,False
year_2_004956,year_2,Databricks,DATABASE,True
year_2_004957,year_2,Databricks,DATABASE,False
year_2_004958,year_2,Databricks,DATABASE,True
year_2_004960,year_2,Databricks,DATABASE,True
year_2_004962,year_2,Databricks,DATABASE,False
year_2_004963,year_2,Databricks,DATABASE,True
year_2_004964,year_2,Databricks,DATABASE,False
year_2_004965,year_2,Databricks,DATABASE,True
year_2_004967,year_2,Databricks,DATABASE,False
year_2_004968,year_2,Databricks,DATABASE,False
year_2_004969,year_2,Databricks,DATABASE,False
year_2_004970,year_2,Databricks,DATABASE,False
year_2_004971,year_2,Databricks,DATABASE,False
year_2_004972,year_2,Databricks,DATABASE,False
year_2_004973,year_2,Databricks,DATABASE,False
year_2_004974,year_2,Databricks,DATABASE,False
year_2_004975,year_2,Databricks,DATABASE,False
year_2_004977,year_2,Databricks,DATABASE,False
year_2_004978,year_2,Databricks,DATABASE,False
year_2_004979,year_2,Databricks,DATABASE,True
year_2_004982,year_2,Databricks,DATABASE,True
year_2_004985,year_2,Databricks,DATABASE,False
year_2_004986,year_2,Databricks,DATABASE,False
year_2_004987,year_2,Databricks,DATABASE,False
year_2_004988,year_2,Databricks,DATABASE,False
year_2_004991,year_2,Databricks,DATABASE,False
year_2_004992,year_2,Databricks,DATABASE,False
year_2_004996,year_2,Databricks,DATABASE,False
year_2_004997,year_2,Databricks,DATABASE,False
year_2_004998,year_2,Databricks,DATABASE,False
year_2_004999,year_2,Databricks,DATABASE,True
year_2_005000,year_2,Databricks,DATABASE,False
year_2_005001,year_2,Databricks,DATABASE,False
year_2_005002,year_2,Databricks,DATABASE,False
year_2_005003,year_2,Databricks,DATABASE,True
year_2_005004,year_2,Databricks,DATABASE,False
year_2_005005,year_2,Databricks,DATABASE,False
year_2_005006,year_2,Databricks,DATABASE,True
year_2_005008,year_2,Databricks,DATABASE,False
year_2_005009,year_2,Databricks,DATABASE,False
year_2_005011,year_2,Databricks,DATABASE,False
year_2_005012,year_2,Databricks,DATABASE,False
year_2_005014,year_2,Databricks,DATABASE,False
year_2_005016,year_2,Databricks,DATABASE,True
year_2_005017,year_2,Databricks,DATABASE,False
year_2_005019,year_2,Databricks,DATABASE,False
year_2_005020,year_2,Databricks,DATABASE,True
year_2_005023,year_2,Databricks,DATABASE,True
year_2_005024,year_2,Databricks,DATABASE,False
year_2_005028,year_2,Databricks,DATABASE,True
year_2_005030,year_2,Databricks,DATABASE,True
year_2_005032,year_2,Databricks,DATABASE,False
year_2_005033,year_2,Databricks,DATABASE,True
year_2_005037,year_2,Databricks,DATABASE,False
year_2_005038,year_2,Databricks,DATABASE,False
year_2_005041,year_2,Databricks,DATABASE,False
year_2_005042,year_2,Databricks,DATABASE,False
year_2_005043,year_2,Databricks,DATABASE,False
year_2_005045,year_2,Databricks,DATABASE,False
year_2_005046,year_2,Databricks,DATABASE,False
year_2_005047,year_2,Databricks,DATABASE,False
year_2_005048,year_2,Databricks,DATABASE,False
year_2_005049,year_2,Databricks,DATABASE,False
year_2_005050,year_2,Databricks,DATABASE,False
year_2_005051,year_2,Databricks,DATABASE,False
year_2_005052,year_2,Databricks,DATABASE,False
year_2_005053,year_2,Databricks,DATABASE,True
year_2_005055,year_2,Databricks,DATABASE,False
year_2_005056,year_2,Databricks,DATABASE,False
year_2_005058,year_2,Databricks,DATABASE,False
year_2_005061,year_2,Databricks,DATABASE,False
year_2_005062,year_2,Databricks,DATABASE,False
year_2_005063,year_2,Databricks,DATABASE,True
year_2_005064,year_2,Databricks,DATABASE,False
year_2_005065,year_2,Databricks,DATABASE,False
year_2_005066,year_2,Databricks,DATABASE,True
year_2_005067,year_2,Databricks,DATABASE,False
year_2_005069,year_2,Databricks,DATABASE,False
year_2_005071,year_2,Databricks,DATABASE,False
year_2_005072,year_2,Databricks,DATABASE,True
year_2_005073,year_2,Databricks,DATABASE,True
year_2_005074,year_2,Databricks,DATABASE,False
year_2_005075,year_2,Databricks,DATABASE,False
year_2_005076,year_2,Databricks,DATABASE,True
year_2_005077,year_2,Databricks,DATABASE,True
year_2_005078,year_2,Databricks,DATABASE,False
year_2_005079,year_2,Databricks,DATABASE,False
year_2_005080,year_2,Databricks,DATABASE,False
year_2_005081,year_2,Databricks,DATABASE,True
year_2_005082,year_2,Databricks,DATABASE,False
year_2_005083,year_2,Databricks,DATABASE,True
year_2_005084,year_2,Databricks,DATABASE,False
year_2_005085,year_2,Databricks,DATABASE,True
year_2_005087,year_2,Databricks,DATABASE,False
year_2_005088,year_2,Databricks,DATABASE,False
year_2_005089,year_2,Databricks,DATABASE,False
year_2_005090,year_2,Databricks,DATABASE,True
year_2_005091,year_2,Databricks,DATABASE,True
year_2_005093,year_2,Databricks,DATABASE,False
year_2_005095,year_2,Databricks,DATABASE,True
year_2_005096,year_2,Databricks,DATABASE,False
year_2_005097,year_2,Databricks,DATABASE,True
year_2_005098,year_2,Databricks,DATABASE,False
year_2_005101,year_2,Databricks,DATABASE,False
year_2_005102,year_2,Databricks,DATABASE,True
year_2_005104,year_2,Databricks,DATABASE,False
year_2_005106,year_2,Databricks,DATABASE,False
year_2_005108,year_2,Databricks,DATABASE,False
year_2_005109,year_2,Databricks,DATABASE,False
year_2_005111,year_2,Databricks,DATABASE,False
year_2_005112,year_2,Databricks,DATABASE,False
year_2_005113,year_2,Databricks,DATABASE,False
year_2_005114,year_2,Databricks,DATABASE,False
year_2_005118,year_2,Databricks,DATABASE,True
year_2_005120,year_2,Databricks,DATABASE,False
year_2_005124,year_2,Databricks,DATABASE,False
year_2_005125,year_2,Databricks,DATABASE,False
year_2_005127,year_2,Databricks,DATABASE,True
year_2_005128,year_2,Databricks,DATABASE,True
year_2_005130,year_2,Databricks,DATABASE,False
year_2_005132,year_2,Databricks,DATABASE,False
year_2_005133,year_2,Databricks,DATABASE,False
year_2_005135,year_2,Databricks,DATABASE,False
year_2_005138,year_2,Databricks,DATABASE,True
year_2_005141,year_2,Databricks,DATABASE,False
year_2_005142,year_2,Databricks,DATABASE,False
year_2_005145,year_2,Databricks,DATABASE,False
year_2_005147,year_2,Databricks,DATABASE,False
year_2_005148,year_2,Databricks,DATABASE,False
year_2_005150,year_2,Databricks,DATABASE,False
year_2_005153,year_2,Databricks,DATABASE,False
year_2_005154,year_2,Databricks,DATABASE,False
year_2_005155,year_2,Databricks,DATABASE,False
year_2_005156,year_2,Databricks,DATABASE,False
year_2_005158,year_2,Databricks,DATABASE,False
year_2_005159,year_2,Databricks,DATABASE,True
year_2_005161,year_2,Databricks,DATABASE,True
year_2_005162,year_2,Databricks,DATABASE,True
year_2_005164,year_2,Databricks,DATABASE,False
year_2_005165,year_2,Databricks,DATABASE,False
year_2_005166,year_2,Databricks,DATABASE,True
year_2_005167,year_2,Databricks,DATABASE,False
year_2_005168,year_2,Databricks,DATABASE,True
year_2_005172,year_2,Databricks,DATABASE,False
year_2_005173,year_2,Databricks,DATABASE,False
year_2_005174,year_2,Databricks,DATABASE,False
year_2_005179,year_2,Databricks,DATABASE,False
year_2_005180,year_2,Databricks,DATABASE,False
year_2_005181,year_2,Databricks,DATABASE,False
year_2_005182,year_2,Databricks,DATABASE,True
year_2_005183,year_2,Databricks,DATABASE,True
year_2_005184,year_2,Databricks,DATABASE,True
year_2_005191,year_2,Databricks,DATABASE,True
year_2_005192,year_2,Databricks,DATABASE,False
year_2_005193,year_2,Databricks,DATABASE,False
year_2_005194,year_2,Databricks,DATABASE,False
year_2_005195,year_2,Databricks,DATABASE,False
year_2_005196,year_2,Databricks,DATABASE,False
year_2_005197,year_2,Databricks,DATABASE,False
year_2_005198,year_2,Databricks,DATABASE,False
year_2_005199,year_2,Databricks,DATABASE,False
year_2_005200,year_2,Databricks,DATABASE,False
year_2_005201,year_2,Databricks,DATABASE,False
year_2_005202,year_2,Databricks,DATABASE,False
year_2_005204,year_2,Databricks,DATABASE,False
year_2_005205,year_2,Databricks,DATABASE,False
year_2_005206,year_2,Databricks,DATABASE,False
year_2_005207,year_2,Databricks,DATABASE,False
year_2_005209,year_2,Databricks,DATABASE,False
year_2_005213,year_2,Databricks,DATABASE,False
year_2_005214,year_2,Databricks,DATABASE,False
year_2_005216,year_2,Databricks,DATABASE,True
year_2_005217,year_2,Databricks,DATABASE,False
year_2_005218,year_2,Databricks,DATABASE,True
year_2_005219,year_2,Databricks,DATABASE,False
year_2_005220,year_2,Databricks,DATABASE,False
year_2_005221,year_2,Databricks,DATABASE,False
year_2_005222,year_2,Databricks,DATABASE,False
year_2_005223,year_2,Databricks,DATABASE,False
year_2_005224,year_2,Databricks,DATABASE,False
year_2_005225,year_2,Databricks,DATABASE,False
year_2_005226,year_2,Databricks,DATABASE,False
year_2_005227,year_2,Databricks,DATABASE,False
year_2_005228,year_2,Databricks,DATABASE,False
year_2_005229,year_2,Databricks,DATABASE,False
year_2_005232,year_2,Databricks,DATABASE,False
year_2_005233,year_2,Databricks,DATABASE,False
year_2_005235,year_2,Databricks,DATABASE,True
year_2_005236,year_2,Databricks,DATABASE,False
year_2_005237,year_2,Databricks,DATABASE,False
year_2_005238,year_2,Databricks,DATABASE,False
year_2_005239,year_2,Databricks,DATABASE,False
year_2_005240,year_2,Databricks,DATABASE,False
year_2_005241,year_2,Databricks,DATABASE,True
year_2_005244,year_2,Databricks,DATABASE,False
year_2_005245,year_2,Databricks,DATABASE,True
year_2_005246,year_2,Databricks,DATABASE,False
year_2_005247,year_2,Databricks,DATABASE,False
year_2_005248,year_2,Databricks,DATABASE,False
year_2_005249,year_2,Databricks,DATABASE,False
year_2_005250,year_2,Databricks,DATABASE,True
year_2_005252,year_2,Databricks,DATABASE,False
year_2_005253,year_2,Databricks,DATABASE,False
year_2_005256,year_2,Databricks,DATABASE,False
year_2_005257,year_2,Databricks,DATABASE,False
year_2_005258,year_2,Databricks,DATABASE,True
year_2_005259,year_2,Databricks,DATABASE,False
year_2_005260,year_2,Databricks,DATABASE,True
year_2_005261,year_2,Databricks,DATABASE,False
year_2_005262,year_2,Databricks,DATABASE,False
year_2_005263,year_2,Databricks,DATABASE,True
year_2_005265,year_2,Databricks,DATABASE,False
year_2_005266,year_2,Databricks,DATABASE,False
year_2_005268,year_2,Databricks,DATABASE,False
year_2_005269,year_2,Databricks,DATABASE,False
year_2_005270,year_2,Databricks,DATABASE,False
year_2_005271,year_2,Databricks,DATABASE,True
year_2_005272,year_2,Databricks,DATABASE,True
year_2_005274,year_2,Databricks,DATABASE,True
year_2_005275,year_2,Databricks,DATABASE,False
year_2_005276,year_2,Databricks,DATABASE,True
year_2_005278,year_2,Databricks,DATABASE,False
year_2_005279,year_2,Databricks,DATABASE,False
year_2_005281,year_2,Databricks,DATABASE,False
year_2_005283,year_2,Databricks,DATABASE,False
year_2_005285,year_2,Databricks,DATABASE,False
year_2_005286,year_2,Databricks,DATABASE,False
year_2_005287,year_2,Databricks,DATABASE,False
year_2_005289,year_2,Databricks,DATABASE,False
year_2_005290,year_2,Databricks,DATABASE,False
year_2_000000,year_2,HBase,DATABASE,False
year_2_000001,year_2,HBase,DATABASE,False
year_2_000002,year_2,HBase,DATABASE,False
year_2_000004,year_2,HBase,DATABASE,False
year_2_000005,year_2,HBase,DATABASE,False
year_2_000006,year_2,HBase,DATABASE,False
year_2_000010,year_2,HBase,DATABASE,False
year_2_000012,year_2,HBase,DATABASE,False
year_2_000016,year_2,HBase,DATABASE,False
year_2_000017,year_2,HBase,DATABASE,False
year_2_000018,year_2,HBase,DATABASE,False
year_2_000020,year_2,HBase,DATABASE,False
year_2_000021,year_2,HBase,DATABASE,False
year_2_000022,year_2,HBase,DATABASE,False
year_2_000024,year_2,HBase,DATABASE,False
year_2_000025,year_2,HBase,DATABASE,False
year_2_000027,year_2,HBase,DATABASE,False
year_2_000028,year_2,HBase,DATABASE,False
year_2_000029,year_2,HBase,DATABASE,False
year_2_000030,year_2,HBase,DATABASE,False
year_2_000031,year_2,HBase,DATABASE,False
year_2_000033,year_2,HBase,DATABASE,False
year_2_000034,year_2,HBase,DATABASE,False
year_2_000035,year_2,HBase,DATABASE,False
year_2_000037,year_2,HBase,DATABASE,False
year_2_000038,year_2,HBase,DATABASE,False
year_2_000039,year_2,HBase,DATABASE,False
year_2_000040,year_2,HBase,DATABASE,False
year_2_000041,year_2,HBase,DATABASE,False
year_2_000042,year_2,HBase,DATABASE,False
year_2_000043,year_2,HBase,DATABASE,False
year_2_000044,year_2,HBase,DATABASE,False
year_2_000045,year_2,HBase,DATABASE,False
year_2_000047,year_2,HBase,DATABASE,False
year_2_000048,year_2,HBase,DATABASE,False
year_2_000049,year_2,HBase,DATABASE,False
year_2_000050,year_2,HBase,DATABASE,False
year_2_000051,year_2,HBase,DATABASE,True
year_2_000052,year_2,HBase,DATABASE,False
year_2_000053,year_2,HBase,DATABASE,False
year_2_000054,year_2,HBase,DATABASE,False
year_2_000055,year_2,HBase,DATABASE,False
year_2_000056,year_2,HBase,DATABASE,False
year_2_000057,year_2,HBase,DATABASE,False
year_2_000058,year_2,HBase,DATABASE,False
year_2_000059,year_2,HBase,DATABASE,False
year_2_000060,year_2,HBase,DATABASE,False
year_2_000062,year_2,HBase,DATABASE,False
year_2_000064,year_2,HBase,DATABASE,False
year_2_000065,year_2,HBase,DATABASE,False
year_2_000067,year_2,HBase,DATABASE,False
year_2_000068,year_2,HBase,DATABASE,False
year_2_000069,year_2,HBase,DATABASE,False
year_2_000070,year_2,HBase,DATABASE,False
year_2_000072,year_2,HBase,DATABASE,False
year_2_000073,year_2,HBase,DATABASE,False
year_2_000074,year_2,HBase,DATABASE,False
year_2_000079,year_2,HBase,DATABASE,False
year_2_000080,year_2,HBase,DATABASE,False
year_2_000081,year_2,HBase,DATABASE,False
year_2_000083,year_2,HBase,DATABASE,False
year_2_000084,year_2,HBase,DATABASE,False
year_2_000085,year_2,HBase,DATABASE,False
year_2_000086,year_2,HBase,DATABASE,False
year_2_000087,year_2,HBase,DATABASE,False
year_2_000090,year_2,HBase,DATABASE,False
year_2_000091,year_2,HBase,DATABASE,False
year_2_000092,year_2,HBase,DATABASE,False
year_2_000094,year_2,HBase,DATABASE,False
year_2_000095,year_2,HBase,DATABASE,False
year_2_000096,year_2,HBase,DATABASE,False
year_2_000097,year_2,HBase,DATABASE,False
year_2_000098,year_2,HBase,DATABASE,False
year_2_000099,year_2,HBase,DATABASE,False
year_2_000100,year_2,HBase,DATABASE,False
year_2_000101,year_2,HBase,DATABASE,False
year_2_000103,year_2,HBase,DATABASE,False
year_2_000104,year_2,HBase,DATABASE,False
year_2_000106,year_2,HBase,DATABASE,False
year_2_000107,year_2,HBase,DATABASE,False
year_2_000108,year_2,HBase,DATABASE,False
year_2_000110,year_2,HBase,DATABASE,False
year_2_000111,year_2,HBase,DATABASE,False
year_2_000112,year_2,HBase,DATABASE,False
year_2_000114,year_2,HBase,DATABASE,False
year_2_000115,year_2,HBase,DATABASE,False
year_2_000116,year_2,HBase,DATABASE,False
year_2_000117,year_2,HBase,DATABASE,False
year_2_000118,year_2,HBase,DATABASE,False
year_2_000119,year_2,HBase,DATABASE,False
year_2_000120,year_2,HBase,DATABASE,False
year_2_000122,year_2,HBase,DATABASE,False
year_2_000123,year_2,HBase,DATABASE,False
year_2_000124,year_2,HBase,DATABASE,False
year_2_000129,year_2,HBase,DATABASE,False
year_2_000130,year_2,HBase,DATABASE,False
year_2_000131,year_2,HBase,DATABASE,False
year_2_000133,year_2,HBase,DATABASE,False
year_2_000134,year_2,HBase,DATABASE,False
year_2_000136,year_2,HBase,DATABASE,False
year_2_000138,year_2,HBase,DATABASE,False
year_2_000139,year_2,HBase,DATABASE,False
year_2_000142,year_2,HBase,DATABASE,False
year_2_000143,year_2,HBase,DATABASE,False
year_2_000144,year_2,HBase,DATABASE,False
year_2_000145,year_2,HBase,DATABASE,False
year_2_000146,year_2,HBase,DATABASE,False
year_2_000147,year_2,HBase,DATABASE,False
year_2_000148,year_2,HBase,DATABASE,False
year_2_000150,year_2,HBase,DATABASE,False
year_2_000151,year_2,HBase,DATABASE,False
year_2_000154,year_2,HBase,DATABASE,False
year_2_000156,year_2,HBase,DATABASE,False
year_2_000158,year_2,HBase,DATABASE,False
year_2_000159,year_2,HBase,DATABASE,False
year_2_000160,year_2,HBase,DATABASE,False
year_2_000161,year_2,HBase,DATABASE,False
year_2_000162,year_2,HBase,DATABASE,False
year_2_000164,year_2,HBase,DATABASE,False
year_2_000165,year_2,HBase,DATABASE,False
year_2_000166,year_2,HBase,DATABASE,False
year_2_000167,year_2,HBase,DATABASE,False
year_2_000168,year_2,HBase,DATABASE,False
year_2_000169,year_2,HBase,DATABASE,False
year_2_000170,year_2,HBase,DATABASE,False
year_2_000171,year_2,HBase,DATABASE,False
year_2_000172,year_2,HBase,DATABASE,False
year_2_000174,year_2,HBase,DATABASE,False
year_2_000175,year_2,HBase,DATABASE,False
year_2_000176,year_2,HBase,DATABASE,False
year_2_000177,year_2,HBase,DATABASE,False
year_2_000178,year_2,HBase,DATABASE,False
year_2_000179,year_2,HBase,DATABASE,False
year_2_000181,year_2,HBase,DATABASE,False
year_2_000182,year_2,HBase,DATABASE,False
year_2_000183,year_2,HBase,DATABASE,False
year_2_000184,year_2,HBase,DATABASE,False
year_2_000185,year_2,HBase,DATABASE,False
year_2_000186,year_2,HBase,DATABASE,False
year_2_000187,year_2,HBase,DATABASE,False
year_2_000188,year_2,HBase,DATABASE,False
year_2_000189,year_2,HBase,DATABASE,False
year_2_000190,year_2,HBase,DATABASE,False
year_2_000191,year_2,HBase,DATABASE,False
year_2_000193,year_2,HBase,DATABASE,False
year_2_000194,year_2,HBase,DATABASE,False
year_2_000195,year_2,HBase,DATABASE,False
year_2_000196,year_2,HBase,DATABASE,False
year_2_000197,year_2,HBase,DATABASE,False
year_2_000198,year_2,HBase,DATABASE,False
year_2_000200,year_2,HBase,DATABASE,False
year_2_000201,year_2,HBase,DATABASE,False
year_2_000202,year_2,HBase,DATABASE,False
year_2_000204,year_2,HBase,DATABASE,False
year_2_000206,year_2,HBase,DATABASE,False
year_2_000207,year_2,HBase,DATABASE,False
year_2_000208,year_2,HBase,DATABASE,False
year_2_000209,year_2,HBase,DATABASE,False
year_2_000210,year_2,HBase,DATABASE,False
year_2_000211,year_2,HBase,DATABASE,False
year_2_000213,year_2,HBase,DATABASE,True
year_2_000215,year_2,HBase,DATABASE,False
year_2_000217,year_2,HBase,DATABASE,False
year_2_000218,year_2,HBase,DATABASE,False
year_2_000219,year_2,HBase,DATABASE,False
year_2_000220,year_2,HBase,DATABASE,False
year_2_000222,year_2,HBase,DATABASE,False
year_2_000223,year_2,HBase,DATABASE,False
year_2_000224,year_2,HBase,DATABASE,False
year_2_000226,year_2,HBase,DATABASE,False
year_2_000227,year_2,HBase,DATABASE,False
year_2_000229,year_2,HBase,DATABASE,False
year_2_000231,year_2,HBase,DATABASE,False
year_2_000234,year_2,HBase,DATABASE,False
year_2_000235,year_2,HBase,DATABASE,False
year_2_000236,year_2,HBase,DATABASE,False
year_2_000238,year_2,HBase,DATABASE,False
year_2_000239,year_2,HBase,DATABASE,False
year_2_000240,year_2,HBase,DATABASE,False
year_2_000241,year_2,HBase,DATABASE,False
year_2_000242,year_2,HBase,DATABASE,False
year_2_000243,year_2,HBase,DATABASE,False
year_2_000244,year_2,HBase,DATABASE,False
year_2_000245,year_2,HBase,DATABASE,False
year_2_000246,year_2,HBase,DATABASE,False
year_2_000247,year_2,HBase,DATABASE,False
year_2_000248,year_2,HBase,DATABASE,False
year_2_000252,year_2,HBase,DATABASE,False
year_2_000253,year_2,HBase,DATABASE,False
year_2_000255,year_2,HBase,DATABASE,False
year_2_000256,year_2,HBase,DATABASE,False
year_2_000258,year_2,HBase,DATABASE,False
year_2_000259,year_2,HBase,DATABASE,False
year_2_000260,year_2,HBase,DATABASE,False
year_2_000263,year_2,HBase,DATABASE,False
year_2_000264,year_2,HBase,DATABASE,False
year_2_000266,year_2,HBase,DATABASE,False
year_2_000267,year_2,HBase,DATABASE,True
year_2_000268,year_2,HBase,DATABASE,False
year_2_000269,year_2,HBase,DATABASE,False
year_2_000270,year_2,HBase,DATABASE,False
year_2_000271,year_2,HBase,DATABASE,False
year_2_000272,year_2,HBase,DATABASE,False
year_2_000273,year_2,HBase,DATABASE,False
year_2_000274,year_2,HBase,DATABASE,False
year_2_000275,year_2,HBase,DATABASE,False
year_2_000277,year_2,HBase,DATABASE,False
year_2_000278,year_2,HBase,DATABASE,False
year_2_000279,year_2,HBase,DATABASE,False
year_2_000280,year_2,HBase,DATABASE,False
year_2_000281,year_2,HBase,DATABASE,False
year_2_000283,year_2,HBase,DATABASE,False
year_2_000284,year_2,HBase,DATABASE,False
year_2_000285,year_2,HBase,DATABASE,False
year_2_000286,year_2,HBase,DATABASE,False
year_2_000289,year_2,HBase,DATABASE,False
year_2_000291,year_2,HBase,DATABASE,False
year_2_000292,year_2,HBase,DATABASE,False
year_2_000293,year_2,HBase,DATABASE,False
year_2_000294,year_2,HBase,DATABASE,False
year_2_000295,year_2,HBase,DATABASE,False
year_2_000297,year_2,HBase,DATABASE,False
year_2_000298,year_2,HBase,DATABASE,False
year_2_000300,year_2,HBase,DATABASE,False
year_2_000302,year_2,HBase,DATABASE,False
year_2_000303,year_2,HBase,DATABASE,False
year_2_000304,year_2,HBase,DATABASE,False
year_2_000305,year_2,HBase,DATABASE,False
year_2_000306,year_2,HBase,DATABASE,False
year_2_000307,year_2,HBase,DATABASE,False
year_2_000308,year_2,HBase,DATABASE,False
year_2_000311,year_2,HBase,DATABASE,False
year_2_000313,year_2,HBase,DATABASE,False
year_2_000314,year_2,HBase,DATABASE,False
year_2_000322,year_2,HBase,DATABASE,False
year_2_000323,year_2,HBase,DATABASE,False
year_2_000324,year_2,HBase,DATABASE,False
year_2_000325,year_2,HBase,DATABASE,False
year_2_000326,year_2,HBase,DATABASE,False
year_2_000327,year_2,HBase,DATABASE,False
year_2_000329,year_2,HBase,DATABASE,False
year_2_000330,year_2,HBase,DATABASE,False
year_2_000331,year_2,HBase,DATABASE,False
year_2_000332,year_2,HBase,DATABASE,False
year_2_000334,year_2,HBase,DATABASE,False
year_2_000335,year_2,HBase,DATABASE,False
year_2_000336,year_2,HBase,DATABASE,False
year_2_000337,year_2,HBase,DATABASE,False
year_2_000339,year_2,HBase,DATABASE,False
year_2_000340,year_2,HBase,DATABASE,False
year_2_000343,year_2,HBase,DATABASE,False
year_2_000346,year_2,HBase,DATABASE,False
year_2_000347,year_2,HBase,DATABASE,False
year_2_000349,year_2,HBase,DATABASE,False
year_2_000350,year_2,HBase,DATABASE,False
year_2_000351,year_2,HBase,DATABASE,False
year_2_000352,year_2,HBase,DATABASE,False
year_2_000355,year_2,HBase,DATABASE,False
year_2_000357,year_2,HBase,DATABASE,False
year_2_000359,year_2,HBase,DATABASE,False
year_2_000360,year_2,HBase,DATABASE,False
year_2_000362,year_2,HBase,DATABASE,False
year_2_000363,year_2,HBase,DATABASE,False
year_2_000365,year_2,HBase,DATABASE,False
year_2_000366,year_2,HBase,DATABASE,False
year_2_000367,year_2,HBase,DATABASE,False
year_2_000368,year_2,HBase,DATABASE,False
year_2_000370,year_2,HBase,DATABASE,False
year_2_000373,year_2,HBase,DATABASE,False
year_2_000374,year_2,HBase,DATABASE,False
year_2_000375,year_2,HBase,DATABASE,False
year_2_000377,year_2,HBase,DATABASE,False
year_2_000378,year_2,HBase,DATABASE,False
year_2_000380,year_2,HBase,DATABASE,False
year_2_000381,year_2,HBase,DATABASE,False
year_2_000382,year_2,HBase,DATABASE,False
year_2_000384,year_2,HBase,DATABASE,False
year_2_000385,year_2,HBase,DATABASE,False
year_2_000386,year_2,HBase,DATABASE,False
year_2_000389,year_2,HBase,DATABASE,False
year_2_000390,year_2,HBase,DATABASE,False
year_2_000392,year_2,HBase,DATABASE,False
year_2_000393,year_2,HBase,DATABASE,False
year_2_000394,year_2,HBase,DATABASE,False
year_2_000396,year_2,HBase,DATABASE,False
year_2_000397,year_2,HBase,DATABASE,False
year_2_000398,year_2,HBase,DATABASE,False
year_2_000401,year_2,HBase,DATABASE,False
year_2_000402,year_2,HBase,DATABASE,False
year_2_000403,year_2,HBase,DATABASE,False
year_2_000404,year_2,HBase,DATABASE,False
year_2_000405,year_2,HBase,DATABASE,False
year_2_000411,year_2,HBase,DATABASE,False
year_2_000412,year_2,HBase,DATABASE,False
year_2_000414,year_2,HBase,DATABASE,False
year_2_000415,year_2,HBase,DATABASE,False
year_2_000416,year_2,HBase,DATABASE,False
year_2_000417,year_2,HBase,DATABASE,False
year_2_000419,year_2,HBase,DATABASE,False
year_2_000421,year_2,HBase,DATABASE,True
year_2_000422,year_2,HBase,DATABASE,False
year_2_000423,year_2,HBase,DATABASE,False
year_2_000425,year_2,HBase,DATABASE,False
year_2_000429,year_2,HBase,DATABASE,False
year_2_000430,year_2,HBase,DATABASE,False
year_2_000432,year_2,HBase,DATABASE,False
year_2_000433,year_2,HBase,DATABASE,False
year_2_000434,year_2,HBase,DATABASE,False
year_2_000437,year_2,HBase,DATABASE,False
year_2_000439,year_2,HBase,DATABASE,False
year_2_000440,year_2,HBase,DATABASE,False
year_2_000441,year_2,HBase,DATABASE,False
year_2_000442,year_2,HBase,DATABASE,False
year_2_000443,year_2,HBase,DATABASE,False
year_2_000445,year_2,HBase,DATABASE,False
